77.000000	1570.107463	18.444500	-9.793996	18.390735	-8.413391	18.471810	-11.175482	2.636330	2.130984437	88868	109942
77.000000	1564.993107	29.428972	-9.115494	29.344901	-7.740784	29.489129	-10.491654	2.439405	1.967684260	91860	113882
78.000000	1564.993107	-21.741548	-12.271623	-21.682673	-10.886600	-21.841345	-13.652877	3.860238	2.754765485	82631	115791
78.000000	1560.009052	-6.503852	-13.232378	-6.487500	-11.849476	-6.554441	-14.613897	3.274542	2.374518269	89733	123744
78.000000	1555.024998	6.708338	-13.454468	6.687792	-12.074787	6.699125	-14.834205	2.900824	2.229827180	89315	116192
78.000000	1550.040943	18.556494	-13.166034	18.502872	-11.791015	18.583622	-14.542022	2.638214	2.119480992	88876	110629
78.000000	1545.056889	29.412983	-12.493577	29.329024	-11.124332	29.472970	-13.864361	2.442972	1.947011017	91842	115237
79.000000	1545.056889	-21.054076	-15.633949	-20.995191	-14.254239	-21.153644	-17.010142	3.838602	2.732717926	82782	116282
79.000000	1540.198220	-6.065061	-16.537582	-6.048666	-15.159977	-6.115630	-17.913959	3.267248	2.355252131	89733	124479
79.000000	1535.339550	6.964411	-16.734369	6.943963	-15.359972	6.955094	-18.108926	2.899722	2.200287260	89319	117712
79.000000	1530.480881	18.665879	-16.439211	18.612395	-15.069391	18.692831	-17.810080	2.640220	2.079950360	88885	112827
79.000000	1525.622211	29.398028	-15.772679	29.314187	-14.408494	29.457842	-17.138481	2.446643	1.930746405	91824	116359
80.000000	1525.622211	-20.388519	-18.896723	-20.329683	-17.521868	-20.487812	-20.268280	3.818217	2.707214017	82925	116957
80.000000	1520.884254	-5.638797	-19.746762	-5.622377	-18.374055	-5.689333	-21.118385	3.260409	2.329406327	89733	125597
80.000000	1516.146297	7.213750	-19.919737	7.193391	-18.550250	7.204334	-21.289483	2.898820	2.156503940	89323	120070
80.000000	1511.408340	18.772764	-19.618367	18.719410	-18.253377	18.799548	-20.984486	2.642339	2.038605153	88892	115218
80.000000	1506.670382	29.384041	-18.957669	29.300313	-17.598161	29.443686	-20.318865	2.450406	1.903298024	91805	118194
81.000000	1506.670382	-19.743692	-22.064985	-19.684950	-20.694566	-19.842672	-23.432293	3.798976	2.687847311	83062	117399
81.000000	1502.048694	-5.224471	-22.864615	-5.208040	-21.496425	-5.274967	-24.231853	3.253990	2.317351697	89733	126002
81.000000	1497.427006	7.456647	-23.015134	7.436370	-21.650192	7.447138	-24.380431	2.898105	2.121011005	89327	122054
81.000000	1492.805318	18.877253	-22.708028	18.824018	-21.347506	18.903880	-24.069755	2.644563	1.990254160	88900	118126
81.000000	1488.183629	29.370969	-22.053093	29.287344	-20.697893	29.430455	-23.410042	2.454253	1.870370320	91786	120439
82.000000	1488.183629	-19.118517	-25.143412	-19.059905	-23.777042	-19.217148	-26.506823	3.780785	2.671489742	83193	117737
82.000000	1483.673982	-4.821542	-25.895526	-4.805107	-24.531485	-4.871991	-27.258733	3.247965	2.299885248	89733	126724
82.000000	1479.164335	7.693380	-26.024834	7.673178	-24.664078	7.683784	-27.386036	2.897567	2.095369456	89330	123530
82.000000	1474.654687	18.979450	-25.712435	18.926320	-24.356022	19.005932	-27.070122	2.646887	1.954462617	88907	120405
82.000000	1470.145040	29.358774	-25.063202	29.275237	-23.711952	29.418108	-26.416251	2.458176	1.843715909	91766	122349
83.000000	1470.145040	-18.512005	-28.136357	-18.453556	-26.773677	-18.610251	-29.496186	3.763564	2.659861390	83317	117890
83.000000	1465.743408	-4.429506	-28.843606	-4.413074	-27.483355	-4.479899	-30.203118	3.242309	2.288611031	89733	127126
83.000000	1461.341776	7.924207	-28.952851	7.904072	-27.595924	7.914531	-30.310302	2.897200	2.072360548	89334	124890
83.000000	1456.940144	19.079453	-28.635567	19.026413	-27.282912	19.105801	-29.989555	2.649306	1.937550733	88914	121576
