ORDER	Wavelength (nm)	X0	Y0	X1	Y1	X2	Y2	Sampling (pixels)	R
78	1555.024998	4.382015	-12.215783	4.287392	-13.533505	4.453569	-10.897526	2.463209	102778
78	1553.031376	9.142484	-12.153709	9.063795	-13.471287	9.199088	-10.836077	2.360938	102551
78	1551.037754	13.70613	-12.01537	13.642624	-13.331723	13.748453	-10.699389	2.26761	102320
78	1549.044133	18.089338	-11.809327	18.040307	-13.123497	18.117996	-10.495869	2.181893	102085
78	1547.050511	22.306113	-11.542736	22.270819	-12.853867	22.321733	-10.232554	2.102664	101848
78	1545.056889	26.368434	-11.221621	26.346091	-12.528938	26.371688	-9.915378	2.028958	103445
79	1545.056889	-22.576869	-14.218515	-22.767848	-15.511054	-22.415709	-12.922086	3.188559	100485
79	1543.113421	-16.531535	-14.729738	-16.699995	-16.030796	-16.391263	-13.425849	2.998693	103665
79	1541.169953	-10.831501	-15.085994	-10.979338	-16.393074	-10.710363	-13.776874	2.837178	103440
79	1539.226486	-5.429009	-15.311772	-5.557906	-16.622896	-5.325456	-13.999239	2.696762	103216
79	1537.283018	-0.287955	-15.425737	-0.399309	-16.739298	-0.200715	-14.111316	2.572517	102994
79	1535.33955	4.619793	-15.44268	4.524878	-16.757332	4.691711	-14.127669	2.461079	102771
79	1533.396082	9.316879	-15.374656	9.237526	-16.689233	9.374243	-14.060166	2.360115	102546
79	1531.452614	13.822061	-15.23164	13.757521	-16.545103	13.865512	-13.918638	2.267923	102317
79	1529.509147	18.151191	-15.021951	18.100742	-16.333355	18.181328	-13.711285	2.183173	102086
79	1527.565679	22.317782	-14.752552	22.280675	-16.061032	22.335234	-13.444981	2.104759	101852
79	1525.622211	26.333404	-14.429317	26.308855	-15.734094	26.338842	-13.125523	2.03175	103433
80	1525.622211	-21.935456	-17.406364	-22.124087	-18.696321	-21.776535	-16.112517	3.174129	100522
80	1523.727028	-15.990076	-17.898733	-16.156938	-19.196906	-15.851355	-16.597805	2.988127	103645
80	1521.831845	-10.379297	-18.240207	-10.526148	-19.544174	-10.25913	-16.934355	2.829388	103424
80	1519.936663	-5.057625	-18.454319	-5.186025	-19.762173	-4.954552	-17.145268	2.691087	103204
80	1518.04148	0.009594	-18.559092	-0.101667	-19.8693	0.096779	-17.248255	2.568569	102984
80	1516.146297	4.849541	-18.56884	4.754358	-19.880118	4.921782	-17.257411	2.458611	102763
80	1514.251114	9.484163	-18.495232	9.40419	-19.80646	9.542207	-17.184247	2.358937	102541
80	1512.355931	13.931642	-18.347928	13.866111	-19.65809	13.976123	-17.038307	2.267859	102315
80	1510.460748	18.207302	-18.134987	18.155471	-19.443147	18.238829	-16.827566	2.184054	102086
80	1508.565565	22.324195	-17.863174	22.285301	-19.168473	22.343403	-16.558715	2.106438	101856
80	1506.670382	26.293505	-17.538215	26.266782	-18.839894	26.301069	-16.237408	2.034124	103422
81	1506.670382	-21.309601	-20.495074	-21.49596	-21.781907	-21.152802	-19.204322	3.159595	100557
81	1504.821707	-15.462021	-20.969022	-15.627334	-22.263831	-15.324742	-19.671485	2.977343	103626
81	1502.973032	-9.938744	-21.296061	-10.084643	-22.59651	-9.819459	-19.993825	2.821335	103408
81	1501.124356	-4.696397	-21.498822	-4.824319	-22.803056	-4.593751	-20.193536	2.685137	103191
81	1499.275681	0.298292	-21.594712	0.187118	-22.901236	0.385431	-20.287716	2.564336	102974
81	1497.427006	5.071567	-21.597579	4.976118	-22.905138	5.144106	-20.289999	2.455842	102756
81	1495.578331	9.644682	-21.518708	9.564088	-22.8262	9.703359	-20.211531	2.35743	102536
81	1493.729655	14.035241	-21.367439	13.968714	-22.673859	14.080702	-20.061559	2.267434	102313
81	1491.88098	18.258067	-21.151571	18.204842	-22.455999	18.290939	-19.847814	2.18455	102088
81	1490.032305	22.325774	-20.877674	22.285092	-22.179277	22.346705	-19.576797	2.107722	101861
81	1488.183629	26.249199	-20.551343	26.220329	-21.849406	26.258853	-19.254023	2.036108	103412
82	1488.183629	-20.699059	-23.487712	-20.883207	-24.770906	-20.5443	-22.200534	3.144995	100590
82	1486.37977	-14.947138	-23.943728	-15.110921	-25.234678	-14.811239	-22.649993	2.966382	103607
82	1484.575911	-9.509608	-24.256739	-9.654556	-25.553212	-9.39116	-22.958458	2.813063	103393
82	1482.772052	-4.345073	-24.448503	-4.472518	-25.748689	-4.242828	-23.147273	2.678952	103179
82	1480.968193	0.578407	-24.535832	0.467313	-25.838253	0.665509	-23.232947	2.559853	102965
82	1479.164335	5.286155	-24.532114	5.19042	-25.835522	5.358988	-23.228667	2.452796	102749
82	1477.360476	9.798731	-24.448258	9.717484	-25.751556	9.858034	-23.145213	2.355613	102531
82	1475.556617	14.133174	-24.293293	14.065611	-25.595489	14.179612	-22.991528	2.266669	102311
82	1473.752758	18.303824	-24.074773	18.249176	-25.374973	18.338042	-22.7751	2.184684	102090
82	1471.948899	22.322893	-23.799083	22.280423	-25.096506	22.345544	-22.502241	2.10864	101867
82	1470.14504	26.20091	-23.471703	26.169944	-24.765705	26.212631	-22.178332	2.03774	103402
83	1470.14504	-20.103553	-26.38731	-20.285559	-27.6664	-19.950774	-25.104164	3.130365	100622
83	1468.384387	-14.445158	-26.825904	-14.607425	-28.112504	-14.310611	-25.536394	2.955284	103588
83	1466.623734	-9.091617	-27.125321	-9.235609	-28.41732	-8.973994	-25.831375	2.804607	103377
83	1464.863082	-4.003387	-27.306462	-4.130351	-28.602104	-3.901534	-26.009635	2.672558	103167
83	1463.102429	0.850203	-27.38555	0.739175	-28.683373	0.937277	-26.087116	2.555139	102955
83	1461.341776	5.493565	-27.375525	5.397512	-28.674283	5.566708	-26.076563	2.449489	102742
83	1459.581123	9.946574	-27.286935	9.864629	-28.585538	10.006527	-25.9884	2.353504	102527
83	1457.820471	14.225717	-27.128514	14.157078	-28.425995	14.273159	-25.831272	2.265584	102311
83	1456.059818	18.344876	-26.907588	18.288791	-28.203102	18.380465	-25.612429	2.184486	102092
83	1454.299165	22.315901	-26.630386	22.271678	-27.923222	22.340274	-25.338009	2.109233	101873
83	1452.538512	26.149045	-26.302283	26.116086	-27.591888	26.162796	-25.013272	2.039072	103392
